      # [ TIME START ] :	Sun Apr 10 17:52:26 2022
# =====================    CONFIGURATION PARAMETERS    =====================
     # [ ATOM_NUMBER ] :	3072
      # [ BOX_LENGTH ] :	31.3202, 31.3202, 31.3202
# =====================    ATOMIC PARAMETERS    =====================
     # [ ATOM_CHARGE ] :	-0.8476 , 0.4238
       # [ ATOM_MASS ] :	15.9994 , 1.00794
# =====================    PAIRWISE PARAMETERS    =====================
        # [ SHIFT_b1 ] :	6
        # [ SHIFT_b2 ] :	10
        # [ LJ_SIGMA ] :	3.166
      # [ LJ_EPSCLON ] :	65
     # [ LJ_SHIFT_C0 ] :	0.00277399
     # [ LJ_SHIFT_C3 ] :	-7.28056e-05
     # [ LJ_SHIFT_C4 ] :	1.12955e-05
        # [ R4PIE_EL ] :	138935
        # [ ALPHA_EK ] :	0.222222
    # [ EEL_SHIFT_C0 ] :	-0.000849351
    # [ EEL_SHIFT_C3 ] :	3.03437e-05
    # [ EEL_SHIFT_C4 ] :	-4.92204e-06
# =====================    MD PARAMETERS    =====================
           # [ DELTA ] :	0.001
      # [ TOTAL_STEP ] :	10000
      # [ CHECK_STEP ] :	10
# =====================    MD LOOP    =====================
        # LOOP INDEX          TEMPRETURE        TOTAL ENERGY             KINETIC     POTENTIAL INTER     POTENTIAL INTRA              VIRIAL
                3730             295.053            -1117.51             367.981            -1708.01              222.52                   0
                3740             296.676            -1117.27             370.005            -1711.96             224.691                   0
                3750             292.227            -1117.14             364.456            -1706.65              225.05                   0
                3760              295.01            -1117.53             367.928            -1709.55             224.092                   0
                3770             294.235            -1117.49             366.961            -1711.05             226.602                   0
                3780             292.535            -1117.16             364.841            -1710.19             228.189                   0
                3790               294.8            -1117.34             367.666            -1712.03             227.027                   0
                3800             296.399            -1117.56              369.66            -1712.81             225.591                   0
                3810             292.553            -1117.26             364.863            -1710.41             228.292                   0
                3820             295.754             -1117.2             368.856            -1712.02             225.966                   0
                3830             293.065            -1117.45             365.501             -1709.9             226.952                   0
                3840             293.158            -1117.41             365.618            -1705.34             222.315                   0
                3850             291.779            -1117.21             363.898            -1711.64             230.534                   0
                3860             289.728            -1117.25              361.34            -1702.86             224.261                   0
                3870             288.497            -1117.34             359.805            -1705.61             228.469                   0
                3880             290.549            -1117.35             362.363            -1701.21             221.493                   0
                3890               295.5            -1117.36             368.539            -1714.62             228.726                   0
                3900             287.427            -1117.37              358.47            -1694.46             218.619                   0
                3910             289.509            -1117.32             361.067            -1709.67              231.28                   0
                3920             289.848            -1117.21              361.49             -1699.8             221.104                   0
                3930              290.09            -1117.39             361.791            -1712.66             233.477                   0
                3940              290.77            -1117.48             362.639            -1704.34             224.219                   0
                3950              284.52            -1117.13             354.845            -1705.25             233.276                   0
                3960             285.494            -1117.07              356.06            -1694.62             221.494                   0
                3970             292.699            -1117.52             365.045             -1709.5             226.931                   0
                3980             289.263            -1117.54              360.76            -1691.17             212.873                   0
                3990              291.12             -1117.2             363.076            -1710.28             230.008                   0
                4000             290.492            -1117.16             362.292            -1699.47             220.017                   0
                4010             291.319            -1117.38             363.325            -1713.07             232.366                   0
                4020             291.741            -1117.32             363.851            -1705.52             224.343                   0
                4030             289.502            -1117.21             361.058            -1712.64             234.366                   0
                4040             289.535            -1117.38             361.099             -1703.7             225.222                   0
                4050             288.213            -1117.42              359.45            -1706.82             229.953                   0
                4060             286.286            -1117.22             357.047            -1696.36             222.092                   0
                4070             289.564            -1117.28             361.135            -1705.44             227.022                   0
                4080             288.885            -1117.39             360.289            -1691.12             213.439                   0
                4090             292.912            -1117.25             365.311            -1710.86             228.294                   0
                4100             288.843            -1117.15             360.236            -1697.61             220.216                   0
                4110             288.832            -1117.42             360.222            -1709.26             231.621                   0
                4120             287.773            -1117.42             358.902            -1700.57             224.239                   0
                4130             288.453            -1117.17             359.749            -1713.94             237.024                   0
                4140             288.768            -1117.26             360.143            -1703.54             226.137                   0
                4150             289.516            -1117.45             361.075            -1711.23             232.705                   0
                4160             290.435            -1117.32             362.221            -1699.01             219.475                   0
                4170             293.167            -1117.22             365.629            -1713.61             230.765                   0
                4180             292.318            -1117.42              364.57            -1696.94             214.941                   0
                4190             292.539            -1117.54             364.846            -1708.21             225.831                   0
                4200             298.071            -1117.42             371.745            -1708.92             219.754                   0
                4210             295.773            -1117.33             368.879            -1716.63              230.42                   0
                4220             296.658            -1117.42             369.983            -1712.75             225.346                   0
                4230             297.195            -1117.45             370.652            -1722.05             233.951                   0
                4240             297.307            -1117.41             370.792            -1714.34             226.143                   0
                4250             298.658            -1117.51             372.477            -1719.28             229.295                   0
                4260             300.331             -1117.5             374.563            -1707.59             215.526                   0
                4270              292.01            -1117.33             364.186            -1705.79             224.275                   0
                4280             293.482            -1117.43             366.022            -1698.66             215.212                   0
                4290             296.729            -1117.61             370.072            -1710.59             222.906                   0
                4300             296.362            -1117.48             369.614            -1707.69             220.594                   0
                4310             295.381            -1117.36              368.39            -1713.54             227.788                   0
                4320             296.826            -1117.48             370.193            -1716.81             229.134                   0
                4330             297.842            -1117.59             371.459            -1718.54             229.497                   0
                4340             292.258            -1117.33             364.496            -1711.37             229.543                   0
                4350             292.156            -1117.23             364.368            -1710.19             228.591                   0
                4360              297.23            -1117.43             370.696            -1710.61             222.483                   0
                4370             295.573             -1117.5              368.63            -1708.52             222.389                   0
                4380             292.428            -1117.29             364.707            -1701.41             219.409                   0
                4390             290.554            -1117.34              362.37            -1703.96              224.25                   0
                4400             294.591            -1117.57             367.405             -1707.4             222.425                   0
                4410             293.573            -1117.35             366.135            -1714.77             231.289                   0
                4420             293.838            -1117.15             366.466            -1714.97             231.361                   0
                4430             294.849             -1117.3             367.726            -1718.24             233.207                   0
                4440             295.061            -1117.49             367.991            -1713.67             228.185                   0
                4450              291.15            -1117.35             363.114            -1712.97             232.504                   0
                4460             296.671            -1117.31                 370            -1712.06              224.75                   0
                4470             289.649            -1117.33             361.241            -1708.47             229.906                   0
                4480             294.091            -1117.31             366.782            -1707.85              223.76                   0
                4490             288.686            -1117.31              360.04            -1708.86             231.515                   0
                4500             291.254            -1117.48             363.243            -1707.85             227.124                   0
                4510             286.178             -1117.3             356.913            -1707.16             232.953                   0
                4520             290.393            -1117.03             362.169            -1712.41             233.214                   0
                4530             296.444            -1117.22             369.716            -1720.85             233.919                   0
                4540             296.638            -1117.62             369.958            -1715.25              227.67                   0
                4550             287.632            -1117.47             358.725            -1706.61             230.416                   0
                4560              284.42            -1117.12              354.72            -1696.54             224.702                   0
                4570             286.689            -1117.26              357.55            -1702.55             227.743                   0
                4580               290.7            -1117.53             362.552             -1699.3              219.22                   0
                4590             293.636             -1117.5             366.214            -1712.41             228.695                   0
                4600             292.191            -1117.23             364.411            -1711.15             229.505                   0
                4610             293.045            -1117.14             365.477               -1720             237.388                   0
                4620             293.302            -1117.26             365.797            -1714.27             231.207                   0
                4630             297.134            -1117.46             370.576            -1722.89              234.85                   0
                4640             295.661            -1117.43              368.74            -1714.21             228.038                   0
                4650             295.462            -1117.31             368.491            -1716.79             230.991                   0
                4660             302.055            -1117.44             376.714            -1718.57             224.413                   0
                4670             302.093            -1117.41             376.761            -1721.16             226.993                   0
                4680              298.27            -1117.21             371.993            -1714.98             225.774                   0
                4690             299.425            -1117.37             373.434            -1715.74             224.931                   0
                4700             295.239            -1117.59             368.214            -1708.57             222.774                   0
                4710              296.57            -1117.33             369.873               -1712             224.794                   0
                4720             294.854            -1117.11             367.733            -1716.12             231.271                   0
                4730             297.856             -1117.4             371.477            -1717.56             228.687                   0
                4740              298.47            -1117.59             372.243            -1718.31             228.476                   0
                4750             290.863             -1117.3             362.755            -1706.28              226.22                   0
                4760             297.817            -1117.19             371.429            -1718.84             230.214                   0
                4770             288.934            -1117.24             360.349            -1701.52             223.927                   0
                4780             298.058             -1117.4             371.729            -1713.96             224.829                   0
                4790               296.6            -1117.47              369.91            -1708.49             221.116                   0
                4800             295.561            -1117.49             368.614            -1710.18             224.078                   0
                4810             298.181            -1117.29             371.882             -1716.6             227.425                   0
                4820              291.36            -1117.13             363.375            -1710.07             229.564                   0
                4830             296.893            -1117.44             370.276            -1717.34             229.627                   0
                4840             300.507            -1117.67             374.783            -1721.63             229.179                   0
                4850             298.623            -1117.33             372.434             -1719.2             229.431                   0
                4860             293.904            -1117.02             366.548            -1716.82             233.253                   0
                4870             295.501            -1117.46              368.54            -1711.06             225.056                   0
                4880             300.601            -1117.88               374.9            -1715.79             223.007                   0
                4890             297.215            -1117.42             370.678             -1713.5             225.394                   0
                4900              295.79            -1116.99             368.901            -1714.91             229.015                   0
                4910             297.429            -1117.37             370.944            -1714.89             226.579                   0
                4920             298.937            -1117.66             372.825            -1718.48             227.995                   0
                4930             297.937            -1117.33             371.578            -1722.95             234.038                   0
                4940             294.759            -1117.23             367.615            -1719.53             234.685                   0
                4950             297.376             -1117.6             370.878            -1718.07             229.589                   0
                4960             300.982            -1117.52             375.375            -1722.52             229.623                   0
                4970             292.632            -1117.08             364.962            -1708.87             226.831                   0
                4980             294.642             -1117.4             367.469            -1711.38             226.516                   0
                4990             296.386            -1117.69             369.643            -1703.97             216.631                   0
                5000             296.281            -1117.28             369.512             -1714.5             227.713                   0
                5010             290.724            -1116.96             362.582             -1708.6             229.059                   0
                5020             295.217            -1117.45             368.186            -1716.85             231.219                   0
                5030             290.897            -1117.68             362.798            -1710.09             229.611                   0
                5040             291.157            -1117.39             363.122            -1709.15             228.645                   0
                5050             289.729             -1117.2             361.341            -1707.87              229.33                   0
                5060             292.767            -1117.37              365.13            -1705.42              222.92                   0
                5070             289.231            -1117.42              360.72            -1700.73             222.586                   0
                5080             292.715            -1117.46             365.065            -1704.22             221.692                   0
                5090              287.05            -1117.36                 358            -1698.44             223.074                   0
                5100             292.222            -1117.18             364.451            -1707.04             225.415                   0
                5110             287.287            -1117.07             358.296            -1706.67             231.309                   0
                5120             295.324            -1117.58             368.319            -1713.27             227.376                   0
                5130             295.596            -1117.75             368.659            -1714.86             228.449                   0
                5140             293.516            -1117.22             366.064            -1712.19             228.905                   0
                5150             293.818            -1116.98             366.441            -1716.78             233.362                   0
                5160             297.081            -1117.49              370.51            -1710.37             222.368                   0
                5170             294.365            -1117.73             367.123            -1707.66             222.811                   0
                5180             297.958            -1117.24             371.605            -1710.63             221.777                   0
                5190              296.46            -1117.09             369.736            -1717.31              230.49                   0
                5200             300.176            -1117.52              374.37            -1716.73             224.842                   0
                5210             297.371            -1117.63             370.872            -1718.43             229.931                   0
                5220             295.585            -1117.35             368.645            -1718.46             232.464                   0
                5230             298.756            -1117.33             372.599            -1725.55             235.626                   0
                5240             294.466            -1117.43             367.248            -1712.36             227.686                   0
                5250             291.403            -1117.37             363.428            -1708.84             228.035                   0
                5260             297.313            -1117.35             370.799            -1708.62             220.473                   0
                5270             295.548            -1117.44             368.599            -1707.23             221.188                   0
                5280             293.007             -1117.4              365.43            -1698.86             216.029                   0
                5290             294.193             -1117.3             366.909            -1709.94             225.731                   0
                5300             291.869            -1117.38              364.01            -1703.05             221.655                   0
                5310             293.488            -1117.52              366.03            -1711.97             228.418                   0
                5320             293.838            -1117.51             366.466            -1713.66             229.688                   0
                5330             293.314            -1117.34             365.812            -1715.75             232.593                   0
                5340             294.521            -1117.33             367.317            -1715.36             230.711                   0
                5350             293.587            -1117.35             366.153            -1710.38             226.873                   0
                5360             294.862            -1117.41             367.743            -1710.07             224.914                   0
                5370             298.009            -1117.48             371.667             -1710.7             221.552                   0
                5380             293.168            -1117.38              365.63            -1703.21             220.197                   0
                5390             294.455            -1117.31             367.235            -1710.91             226.359                   0
                5400             297.045            -1117.42             370.466            -1717.76             229.879                   0
                5410             295.916            -1117.56             369.058            -1716.55             229.938                   0
                5420             296.032            -1117.48             369.202            -1719.17             232.491                   0
                5430             295.187            -1117.18             368.148             -1719.8             234.472                   0
                5440             294.409            -1117.18             367.178            -1715.57             231.212                   0
                5450             296.774            -1117.51             370.127            -1715.57             227.936                   0
                5460             296.913            -1117.58             370.301            -1708.17             220.289                   0
                5470             297.781            -1117.25             371.383            -1712.69             224.053                   0
                5480             295.954            -1117.24             369.105            -1710.12              223.78                   0
                5490             292.991            -1117.52             365.409            -1705.96             223.033                   0
                5500              296.78            -1117.51             370.134            -1715.59             227.945                   0
                5510             295.334             -1117.3             368.332            -1713.19              227.56                   0
                5520             299.062            -1117.37             372.981             -1723.6             233.247                   0
                5530             296.565            -1117.55             369.867            -1716.61             229.193                   0
                5540             299.025            -1117.48             372.934            -1719.27             228.852                   0
                5550             296.333            -1117.34             369.577            -1715.71              228.79                   0
                5560             302.699            -1117.47             377.517            -1717.77             222.783                   0
                5570             301.676            -1117.47             376.241            -1716.53             222.822                   0
                5580             297.106            -1117.39             370.542            -1711.87             223.941                   0
                5590              301.39            -1117.49             375.884            -1717.51             224.136                   0
                5600             300.236            -1117.53             374.445             -1719.3             227.331                   0
                5610             294.487            -1117.38             367.275            -1711.35             226.694                   0
                5620             297.221            -1117.28             370.685            -1718.58             230.611                   0
                5630             301.064            -1117.47             375.478            -1718.49             225.541                   0
                5640              296.66            -1117.58             369.985            -1710.67             223.107                   0
                5650             298.449            -1117.37             372.216            -1713.22             223.635                   0
                5660             297.332             -1117.2             370.823            -1712.11             224.091                   0
                5670             302.382            -1117.53             377.122            -1715.58             220.933                   0
                5680             303.655            -1117.67             378.709            -1716.66             220.281                   0
                5690             298.518            -1117.38             372.302            -1716.87              227.19                   0
                5700             298.654            -1117.21             372.472             -1722.6             232.916                   0
                5710             299.198             -1117.4             373.151            -1721.55             230.996                   0
                5720             296.793             -1117.6             370.151            -1718.03              230.28                   0
                5730              296.68            -1117.45              370.01            -1715.78             228.319                   0
                5740             298.044            -1117.23             371.712            -1718.06             229.114                   0
                5750             295.677            -1117.21              368.76            -1714.21             228.232                   0
                5760             297.539            -1117.47             371.082            -1708.96             220.412                   0
                5770             300.742            -1117.68             375.077            -1713.64             220.891                   0
                5780             297.259            -1117.46             370.732            -1707.97             219.772                   0
                5790             298.091            -1117.16             371.769            -1715.61              226.68                   0
                5800             300.143            -1117.24              374.33            -1719.87             228.297                   0
                5810              299.26            -1117.61             373.228            -1719.41             228.575                   0
                5820             297.498            -1117.56              371.03            -1715.58             226.993                   0
                5830             295.194            -1117.18             368.157            -1719.42             234.076                   0
                5840             293.945            -1117.26             366.599            -1710.53             226.672                   0
                5850             296.425            -1117.64             369.692            -1712.96             225.636                   0
                5860             293.367            -1117.51             365.879            -1697.88             214.488                   0
                5870             295.954            -1117.24             369.105            -1705.77              219.42                   0
                5880             297.452            -1117.41             370.974            -1704.29             215.902                   0
                5890             295.486            -1117.56             368.521            -1708.05             221.973                   0
                5900             298.077             -1117.3             371.753            -1710.78             221.729                   0
                5910             296.958            -1117.38             370.357            -1719.96             232.221                   0
                5920             300.112            -1117.76              374.29            -1714.18             222.131                   0
                5930             294.065            -1117.44             366.748            -1717.97             233.788                   0
                5940             297.102            -1117.09             370.536            -1715.37             227.739                   0
                5950             294.261            -1117.38             366.994            -1713.85             229.476                   0
                5960             295.817            -1117.73             368.934            -1697.57             210.901                   0
                5970             300.576            -1117.39              374.87             -1716.2             223.945                   0
                5980              297.74            -1117.22             371.332            -1703.07             214.515                   0
                5990             299.666            -1117.58             373.734            -1713.69             222.376                   0
                6000             297.564            -1117.56             371.112            -1703.88             215.205                   0
                6010             299.058            -1117.34             372.976            -1721.18             230.867                   0
                6020             295.266            -1117.47             368.247            -1708.17             222.455                   0
                6030             298.146            -1117.64             371.838            -1726.66             237.174                   0
                6040              295.26            -1117.38             368.239            -1712.17             226.549                   0
                6050             294.195            -1117.21             366.911            -1715.92             231.797                   0
                6060              304.28            -1117.68             379.489            -1713.59             216.419                   0
                6070             300.007            -1117.69              374.16             -1712.7             220.859                   0
                6080             298.704            -1117.23             372.535            -1706.36             216.598                   0
                6090              296.14            -1117.16             369.336            -1709.88             223.384                   0
                6100             297.942            -1117.59             371.584            -1708.67             219.496                   0
                6110             294.776            -1117.56             367.635            -1718.51             233.321                   0
                6120             294.219            -1117.19             366.941            -1718.93               234.8                   0
                6130             296.424            -1117.26             369.691            -1727.99             241.044                   0
                6140             292.969            -1117.46             365.382            -1714.46             231.615                   0
                6150               291.3            -1117.29             363.301            -1711.37             230.777                   0
                6160             295.195            -1117.27             368.158            -1711.59             226.165                   0
                6170             293.094            -1117.51             365.538            -1704.98             221.934                   0
                6180             292.713            -1117.38             365.063            -1704.96             222.509                   0
                6190             291.244            -1117.04             363.231            -1707.87             227.596                   0
                6200             293.688            -1117.26             366.279            -1710.76             227.213                   0
                6210             296.198            -1117.64             369.409             -1716.8             229.751                   0
                6220               293.3            -1117.32             365.795            -1716.07             232.955                   0
                6230             290.248            -1117.02             361.988            -1716.12             237.118                   0
                6240               292.9             -1117.4             365.296            -1715.58             232.885                   0
                6250             296.087            -1117.71              369.27            -1714.53             227.548                   0
                6260             289.161            -1117.28             360.632            -1705.14             227.228                   0
                6270             289.589            -1117.09             361.167            -1701.21             222.959                   0
                6280             292.153            -1117.42             364.364            -1707.71             225.928                   0
                6290             299.328            -1117.57             373.313            -1710.23             219.341                   0
                6300             296.284             -1117.3             369.516            -1718.27             231.461                   0
                6310             291.482            -1117.16             363.527            -1707.39               226.7                   0
                6320             292.754            -1117.37             365.113            -1720.48             237.991                   0
                6330             297.448            -1117.47             370.968            -1715.45             227.012                   0
                6340             293.707            -1117.33             366.302            -1721.66             238.027                   0
                6350             290.601            -1117.22             362.429            -1702.34             222.697                   0
                6360             293.297            -1117.37             365.791            -1714.29              231.13                   0
                6370             300.726            -1117.64             375.057               -1708             215.299                   0
                6380              290.94            -1117.53             362.852            -1709.36             228.981                   0
                6390              292.66            -1117.28             364.996            -1705.14              222.87                   0
                6400             292.401            -1117.19             364.674            -1720.63             238.769                   0
                6410             296.628            -1117.54             369.945            -1711.18             223.699                   0
                6420             298.716            -1117.65             372.549            -1726.82             236.622                   0
                6430             296.019            -1117.32             369.186            -1709.06             222.553                   0
                6440             296.025            -1117.22             369.193            -1723.51             237.097                   0
                6450             295.586            -1117.46             368.645            -1703.57              217.47                   0
                6460             296.048            -1117.64             369.222            -1715.17             228.303                   0
                6470             291.656            -1117.52             363.745            -1696.91             215.649                   0
                6480             292.658            -1117.23             364.994            -1710.49             228.261                   0
                6490             292.049            -1117.13             364.235            -1706.47             225.106                   0
                6500              295.99            -1117.49             369.149            -1719.18             232.543                   0
                6510             294.816            -1117.62             367.686            -1712.74             227.435                   0
                6520              288.25            -1117.27             359.497            -1711.44             234.668                   0
                6530             287.827             -1117.1             358.969            -1703.45             227.381                   0
                6540             294.774            -1117.38             367.633            -1714.91             229.893                   0
                6550             297.998             -1117.6             371.654            -1708.16               218.9                   0
                6560             287.764             -1117.3              358.89            -1700.71             224.514                   0
                6570             295.096            -1117.26             368.035            -1706.92             221.622                   0
                6580             294.497            -1117.33             367.288            -1714.34             229.722                   0
                6590             297.954             -1117.3             371.599            -1716.62             227.721                   0
                6600             298.059            -1117.31              371.73            -1722.11             233.073                   0
                6610             295.733            -1117.59             368.829            -1710.89             224.472                   0
                6620             294.543            -1117.51             367.345            -1717.35             232.493                   0
                6630             296.892            -1117.08             370.274            -1715.07             227.714                   0
                6640              295.98             -1117.2             369.137             -1716.2             229.868                   0
                6650             298.603            -1117.68             372.409            -1708.32              218.24                   0
                6660              298.98            -1117.54             372.879            -1717.95             227.532                   0
                6670              294.65            -1117.01             367.478            -1707.79             223.298                   0
                6680             292.964             -1117.1             365.376             -1717.8             235.326                   0
                6690             293.957            -1117.58             366.614            -1712.36             228.168                   0
                6700             296.469            -1117.48             369.747            -1719.72             232.495                   0
                6710             296.871            -1117.09             370.248            -1716.95             229.608                   0
                6720             292.014            -1117.11             364.192            -1712.08             230.778                   0
                6730             297.023            -1117.49             370.438            -1710.47             222.535                   0
                6740             290.076            -1117.45             361.774            -1705.31             226.088                   0
                6750             290.096            -1117.14             361.799            -1702.35             223.419                   0
                6760             285.238            -1117.07              355.74             -1703.5             230.693                   0
                6770             292.671             -1117.4              365.01            -1704.76             222.344                   0
                6780             295.511            -1117.56             368.552            -1718.61             232.501                   0
                6790              289.52            -1117.22              361.08            -1709.27             230.971                   0
                6800             288.059            -1117.05             359.258            -1716.15              239.84                   0
                6810             294.633            -1117.44             367.457            -1715.36             230.464                   0
                6820             296.248            -1117.69             369.472            -1717.13             229.968                   0
                6830             292.787            -1117.33             365.155            -1706.27             223.779                   0
                6840             290.232            -1117.07             361.969            -1708.15             229.105                   0
                6850             292.965            -1117.34             365.376            -1703.27             220.559                   0
                6860             292.852            -1117.63             365.236            -1707.89              225.02                   0
                6870             295.531            -1117.57             368.577             -1710.3             224.155                   0
                6880             292.112             -1117.2             364.313            -1712.33             230.817                   0
                6890             294.532             -1117.1             367.331            -1715.73             231.304                   0
                6900             295.473            -1117.32             368.505            -1718.97             233.144                   0
                6910             298.205            -1117.66             371.912            -1718.92              229.35                   0
                6920             297.314            -1117.51             370.801            -1716.97             228.662                   0
                6930             294.548            -1117.13             367.352            -1707.43             222.944                   0
                6940             297.458            -1117.13              370.98            -1716.73             228.622                   0
                6950               296.2            -1117.58             369.411            -1704.88             217.889                   0
                6960             297.924            -1117.73             371.561            -1709.83             220.537                   0
                6970             297.979            -1117.38             371.631            -1717.08             228.074                   0
                6980             292.248            -1117.08             364.483            -1712.44             230.876                   0
                6990             298.357            -1117.39             372.101            -1725.76              236.27                   0
                7000             295.899            -1117.61             369.036            -1715.27             228.617                   0
                7010             297.487            -1117.41             371.017             -1719.1             230.673                   0
                7020             296.988            -1117.18             370.394            -1717.54             229.963                   0
                7030             297.367            -1117.33             370.867            -1715.77             227.574                   0
                7040             294.164            -1117.44             366.872            -1707.91             223.595                   0
                7050             295.471            -1117.37             368.502             -1709.4             223.524                   0
                7060             293.799            -1117.44             366.417            -1707.99             224.129                   0
                7070             291.689             -1117.5             363.785            -1707.66             226.375                   0
                7080             296.193            -1117.23             369.402            -1720.37             233.736                   0
                7090             292.452            -1117.01             364.737            -1716.75             235.008                   0
                7100             296.094            -1117.46             369.279            -1719.33             232.597                   0
                7110             298.329            -1117.84             372.066            -1714.47              224.57                   0
                7120             294.124            -1117.31             366.823            -1714.17             230.038                   0
                7130             294.413             -1116.8             367.183            -1710.63             226.649                   0
                7140              297.71            -1117.36             371.295            -1707.58             218.923                   0
                7150             299.116            -1117.89             373.049            -1708.12             217.189                   0
                7160             290.391            -1117.39             362.167            -1698.47              218.92                   0
                7170             290.815            -1116.89             362.695            -1709.73             230.143                   0
                7180             292.766             -1117.3             365.129            -1710.36             227.934                   0
                7190             299.377             -1117.7             373.373            -1720.53             229.454                   0
                7200             292.355            -1117.35             364.616            -1708.63             226.668                   0
                7210             292.972            -1117.24             365.386            -1717.39             234.763                   0
                7220             293.736            -1117.54             366.338            -1708.08             224.203                   0
                7230              292.48            -1117.41             364.772            -1705.81             223.628                   0
                7240             296.269            -1117.14             369.497            -1705.24             218.599                   0
                7250             299.421            -1117.45             373.429            -1711.87             220.991                   0
                7260             292.251            -1117.64             364.486            -1697.66              215.53                   0
                7270             291.571            -1117.23             363.639             -1712.4             231.528                   0
                7280             291.977            -1116.92             364.144            -1710.69             229.622                   0
                7290             289.151            -1117.35              360.62            -1714.82             236.849                   0
                7300              299.04            -1117.74             372.954            -1718.17              227.48                   0
                7310             290.114            -1117.28             361.822            -1712.54              233.43                   0
                7320             290.327            -1116.98             362.087            -1705.62             226.555                   0
                7330             292.274            -1117.34             364.515            -1705.25             223.398                   0
                7340             299.324            -1117.67             373.307             -1704.1             213.115                   0
                7350             296.347             -1117.4             369.595            -1708.52             221.525                   0
                7360             293.299            -1117.16             365.793             -1700.5              217.55                   0
                7370               292.9             -1117.3             365.296             -1714.1             231.501                   0
                7380             294.536            -1117.36             367.336            -1714.18             229.488                   0
                7390             291.179            -1117.37              363.15            -1717.01             236.489                   0
                7400             294.661            -1117.46             367.492            -1712.67             227.709                   0
                7410             291.576            -1117.36             363.645            -1712.25             231.246                   0
                7420             298.017            -1117.19             371.678            -1711.38             222.508                   0
                7430             296.734            -1117.37             370.077             -1710.1             222.653                   0
                7440             297.707            -1117.74             371.291            -1700.78              211.75                   0
                7450             295.539            -1117.52             368.587            -1708.51             222.397                   0
                7460              290.15            -1116.95             361.867            -1701.51             222.693                   0
                7470              300.57            -1117.29             374.862            -1724.12             231.963                   0
                7480             296.197            -1117.92             369.407            -1706.67             219.341                   0
                7490              292.73            -1117.58             365.084            -1714.96             232.291                   0
                7500             294.626            -1116.94             367.449            -1717.87             233.477                   0
                7510             300.678            -1117.41             374.996            -1726.25             233.844                   0
                7520             299.214            -1118.02             373.171            -1708.65             217.463                   0
                7530             300.464            -1117.47              374.73            -1714.16             221.961                   0
                7540             297.596            -1116.92             371.153            -1711.21             223.133                   0
                7550             301.908            -1117.52              376.53            -1715.95             221.895                   0
                7560             304.299            -1117.88             379.512            -1713.53             216.141                   0
                7570              296.18            -1117.26             369.387            -1715.76             229.114                   0
                7580             294.869             -1117.2             367.751            -1713.86             228.911                   0
                7590             294.866            -1117.64             367.748             -1716.7              231.31                   0
                7600             297.273            -1117.46              370.75            -1713.01             224.796                   0
                7610              296.63            -1117.15             369.948            -1717.11             230.009                   0
                7620             296.244            -1117.52             369.466            -1707.62              220.64                   0
                7630             294.854            -1117.66             367.732            -1703.45             218.061                   0
                7640             297.126            -1117.14             370.566            -1706.91             219.205                   0
                7650             291.183            -1117.12             363.155            -1706.65             226.369                   0
                7660             297.887            -1117.73             371.516            -1707.11              217.86                   0
                7670             294.295            -1117.42             367.036            -1711.76             227.297                   0
                7680             295.352            -1116.93             368.354            -1715.08             229.797                   0
                7690             292.179            -1117.25             364.397            -1714.35             232.709                   0
                7700             294.364            -1117.67             367.122            -1706.41             221.623                   0
                7710             296.205            -1117.28             369.418            -1717.64             230.946                   0
                7720             291.745            -1117.06             363.856            -1704.22             223.306                   0
                7730             290.812            -1117.43             362.692            -1707.61             227.488                   0
                7740             289.351            -1117.35              360.87            -1698.16             219.935                   0
                7750             288.618            -1117.07             359.956            -1708.13             231.102                   0
                7760             299.313            -1117.51             373.294            -1713.65             222.846                   0
                7770             295.176            -1117.67             368.134            -1711.66             225.857                   0
                7780             282.532            -1117.05             352.365            -1696.28              226.87                   0
                7790             286.907            -1116.97             357.822            -1708.24             233.449                   0
                7800             291.351            -1117.66             363.363            -1703.53             222.512                   0
                7810             294.804            -1117.71              367.67             -1711.8             226.418                   0
                7820             291.223            -1116.97             363.205            -1708.66             228.484                   0
                7830             292.949            -1117.01             365.358             -1713.8             231.426                   0
                7840             298.605             -1117.7             372.411             -1711.8             221.685                   0
                7850             296.243            -1117.69             369.465            -1709.54             222.381                   0
                7860             287.794            -1117.08             358.928            -1703.16             227.148                   0
                7870              298.22            -1117.12             371.931            -1716.62             227.566                   0
                7880             293.235             -1117.4             365.714            -1709.77             226.662                   0
                7890             297.879            -1117.49             371.506            -1712.84             223.849                   0
                7900             294.752            -1117.36             367.606            -1710.28             225.315                   0
                7910             294.656            -1117.26             367.486            -1711.12             226.372                   0
                7920             296.344            -1117.21             369.591            -1717.56             230.768                   0
                7930             293.899            -1117.28             366.541            -1708.05             224.225                   0
                7940             296.522            -1117.48             369.814            -1716.14             228.847                   0
                7950             298.772            -1117.45             372.619            -1712.35             222.286                   0
                7960             295.378            -1117.24             368.387            -1715.35             229.722                   0
                7970             294.268            -1117.19             367.003            -1706.39             222.205                   0
                7980             297.118            -1117.39             370.557            -1717.39             229.441                   0
                7990             293.291            -1117.47             365.783            -1703.34             220.091                   0
                8000             292.212             -1117.4             364.438            -1710.59             228.747                   0
                8010             294.685            -1117.32             367.523            -1705.73             220.887                   0
                8020             294.909            -1117.31             367.801             -1714.8             229.689                   0
