      # [ TIME START ] :	Sun Apr 10 17:52:26 2022
# =====================    CONFIGURATION PARAMETERS    =====================
     # [ ATOM_NUMBER ] :	3072
      # [ BOX_LENGTH ] :	31.3202, 31.3202, 31.3202
# =====================    ATOMIC PARAMETERS    =====================
     # [ ATOM_CHARGE ] :	-0.8476 , 0.4238
       # [ ATOM_MASS ] :	15.9994 , 1.00794
# =====================    PAIRWISE PARAMETERS    =====================
        # [ SHIFT_b1 ] :	6
        # [ SHIFT_b2 ] :	10
        # [ LJ_SIGMA ] :	3.166
      # [ LJ_EPSCLON ] :	65
     # [ LJ_SHIFT_C0 ] :	0.00277399
     # [ LJ_SHIFT_C3 ] :	-7.28056e-05
     # [ LJ_SHIFT_C4 ] :	1.12955e-05
        # [ R4PIE_EL ] :	138935
        # [ ALPHA_EK ] :	0.222222
    # [ EEL_SHIFT_C0 ] :	-0.000849351
    # [ EEL_SHIFT_C3 ] :	3.03437e-05
    # [ EEL_SHIFT_C4 ] :	-4.92204e-06
# =====================    MD PARAMETERS    =====================
           # [ DELTA ] :	0.001
      # [ TOTAL_STEP ] :	10000
      # [ CHECK_STEP ] :	10
# =====================    MD LOOP    =====================
        # LOOP INDEX          TEMPRETURE        TOTAL ENERGY             KINETIC     POTENTIAL INTER     POTENTIAL INTRA              VIRIAL
                8030               296.2            -1117.39             369.412             -1708.1             221.305                   0
                8040             300.518            -1117.53             374.797            -1719.77             227.442                   0
                8050             295.949            -1117.46             369.098               -1708             221.447                   0
                8060             295.858            -1117.26             368.985             -1713.1             226.855                   0
                8070             295.567            -1117.29             368.622            -1709.99             224.074                   0
                8080             298.628            -1117.52             372.439             -1712.3             222.345                   0
                8090             296.244            -1117.48             369.466            -1708.27             221.322                   0
                8100             296.491             -1117.3             369.774            -1714.08              227.01                   0
                8110             294.763            -1117.38             367.619            -1708.38             223.386                   0
                8120             291.751            -1117.45             363.863            -1706.68             225.366                   0
                8130             297.927            -1117.38             371.566            -1712.99             224.052                   0
                8140             294.594            -1117.33             367.409            -1709.92             225.174                   0
                8150             292.397            -1117.46             364.669            -1701.89             219.768                   0
                8160             298.378            -1117.44             372.127            -1713.92             224.347                   0
                8170             292.686            -1117.24              365.03            -1702.19             219.921                   0
                8180             301.308            -1117.49             375.782            -1722.41             229.147                   0
                8190             292.214            -1117.53              364.44            -1700.51             218.538                   0
                8200             295.197            -1117.27              368.16            -1720.02             234.595                   0
                8210             296.314            -1117.17             369.554            -1713.76             227.037                   0
                8220             293.875            -1117.47             366.512            -1713.11             229.131                   0
                8230             302.638            -1117.56             377.441            -1718.44             223.439                   0
                8240             296.228            -1117.16             369.447            -1715.71             229.099                   0
                8250             295.406            -1117.21             368.421            -1706.78             221.145                   0
                8260             295.529            -1117.64             368.574            -1713.63             227.417                   0
                8270             295.675            -1117.57             368.757            -1704.83             218.506                   0
                8280             298.553            -1117.17             372.346            -1719.58             230.066                   0
                8290             295.235             -1117.2             368.209            -1709.93             224.517                   0
                8300             295.993            -1117.49             369.154            -1719.94             233.293                   0
                8310               294.4            -1117.41             367.167            -1715.36             230.778                   0
                8320             290.901             -1117.2             362.803            -1716.63             236.618                   0
                8330             292.377             -1117.3             364.644            -1708.55             226.604                   0
                8340             294.598            -1117.41             367.413            -1713.95             229.127                   0
                8350             287.403            -1117.23              358.44            -1696.14             220.463                   0
                8360             296.953            -1117.33             370.351            -1716.13             228.443                   0
                8370             299.622            -1117.59             373.679            -1708.99              217.72                   0
                8380             289.482            -1117.27             361.033            -1708.69             230.387                   0
                8390             290.995            -1117.01              362.92            -1709.57             229.639                   0
                8400             289.833            -1117.29             361.471            -1713.16             234.401                   0
                8410             298.127            -1117.66             371.815            -1714.89             225.412                   0
                8420             292.236            -1117.28             364.468            -1712.94             231.195                   0
                8430              291.31            -1117.01             363.313            -1707.78             227.456                   0
                8440             295.884             -1117.4             369.017            -1709.39             222.978                   0
                8450             294.705             -1117.6             367.547            -1707.08             221.929                   0
                8460              287.63            -1117.15             358.723            -1703.18             227.307                   0
                8470             286.005            -1116.98             356.696            -1702.98             229.297                   0
                8480             299.326            -1117.51              373.31            -1722.83             232.007                   0
                8490             289.363            -1117.54             360.885            -1710.23             231.804                   0
                8500             285.848            -1117.11             356.501            -1709.97             236.361                   0
                8510             293.911             -1117.2             366.557            -1714.18             230.419                   0
                8520             296.245             -1117.6             369.467            -1714.82             227.752                   0
                8530             295.167            -1117.41             368.123            -1706.72             221.179                   0
                8540             294.363            -1117.04              367.12            -1711.17             227.005                   0
                8550             296.972            -1117.33             370.374            -1710.41             222.704                   0
                8560             295.716            -1117.56             368.808            -1713.48             227.114                   0
                8570             294.192            -1117.29             366.907            -1709.12             224.919                   0
                8580             296.608            -1117.24             369.921            -1718.83             231.669                   0
                8590             295.497            -1117.45             368.535            -1714.19             228.202                   0
                8600             297.843            -1117.34             371.461            -1720.85             232.043                   0
                8610              292.78             -1117.1             365.146            -1713.32             231.074                   0
                8620             292.734            -1117.36             365.089             -1711.1             228.652                   0
                8630             295.238            -1117.47             368.212            -1714.71             229.028                   0
                8640             293.233            -1117.18             365.711            -1707.75             224.857                   0
                8650             297.768            -1117.31             371.367            -1717.77             229.095                   0
                8660             292.268            -1117.65             364.508            -1705.24             223.074                   0
                8670             294.559            -1117.46             367.365            -1715.15              230.33                   0
                8680             288.571            -1116.93             359.897            -1708.09             231.258                   0
                8690             294.504             -1117.2             367.297            -1716.55              232.05                   0
                8700             296.932            -1117.58             370.325            -1710.93              223.03                   0
                8710              295.52            -1117.34             368.564               -1714             228.097                   0
                8720             294.826            -1117.18             367.698            -1706.53              221.65                   0
                8730             295.351             -1117.5             368.352            -1708.17             222.309                   0
                8740             294.001            -1117.53             366.669            -1703.78             219.575                   0
                8750             292.674            -1117.18             365.014            -1710.02             227.824                   0
                8760             292.868            -1117.23             365.256            -1707.88             225.388                   0
                8770             296.848            -1117.57             370.219            -1714.37             226.582                   0
                8780             294.432            -1117.35             367.206            -1713.16             228.598                   0
                8790             288.392            -1116.97             359.674            -1711.58             234.939                   0
                8800             298.497            -1117.28             372.276            -1720.85             231.303                   0
                8810             303.901            -1117.72             379.016            -1721.32             224.581                   0
                8820             300.765            -1117.41             375.105            -1716.78             224.257                   0
                8830             292.973               -1117             365.386             -1710.5             228.116                   0
                8840             295.449            -1117.33             368.475            -1705.27             219.458                   0
                8850             297.647            -1117.77             371.216            -1712.66             223.672                   0
                8860             295.341            -1117.36              368.34            -1709.81             224.112                   0
                8870             296.072            -1116.89             369.253            -1720.05             233.901                   0
                8880               297.1            -1117.27             370.535            -1714.44             226.632                   0
                8890             297.901            -1117.79             371.533             -1715.5             226.178                   0
                8900             298.679            -1117.45             372.504            -1714.49             224.531                   0
                8910             293.114            -1116.98             365.563            -1713.18             230.633                   0
                8920             296.869            -1117.32             370.246            -1709.93             222.369                   0
                8930             292.518            -1117.64             364.819             -1703.1             220.637                   0
                8940             297.108             -1117.4             370.544            -1711.14              223.19                   0
                8950             292.549            -1117.14             364.858            -1706.65             224.657                   0
                8960             292.521            -1117.43             364.823            -1708.39             226.134                   0
                8970             294.803             -1117.5             367.669            -1714.71             229.538                   0
                8980             295.566            -1117.23             368.621            -1719.33             233.477                   0
                8990             292.511             -1117.3              364.81            -1716.44             234.325                   0
                9000             294.361            -1117.53             367.118            -1715.32              230.68                   0
                9010             297.013            -1117.37             370.426            -1717.54             229.738                   0
                9020             293.234            -1117.19             365.713            -1711.51             228.613                   0
                9030             295.196            -1117.31              368.16            -1709.32             223.848                   0
                9040             296.163            -1117.56             369.366            -1708.17              221.24                   0
                9050              293.87            -1117.48             366.506            -1706.08             222.096                   0
                9060             294.823            -1117.17             367.695            -1713.17             228.307                   0
                9070             289.621            -1117.08             361.206            -1704.63             226.348                   0
                9080             296.725            -1117.43             370.067            -1718.44             230.942                   0
                9090             295.553            -1117.67             368.605             -1711.2             224.928                   0
                9100             291.935            -1117.36             364.092             -1711.9             230.456                   0
                9110             286.934            -1116.96             357.855            -1704.19             229.365                   0
                9120             292.682            -1117.29             365.024            -1706.55             224.233                   0
                9130             296.389            -1117.69             369.647            -1706.33             218.992                   0
                9140             295.701             -1117.5              368.79            -1707.28             220.994                   0
                9150             291.435            -1117.12             363.469            -1705.67              225.08                   0
                9160             293.702            -1117.24             366.297            -1712.11              228.57                   0
                9170             296.624            -1117.47             369.941            -1713.32             225.912                   0
                9180             289.573            -1117.46             361.146            -1705.46             226.852                   0
                9190             297.698             -1117.5              371.28             -1713.6             224.821                   0
                9200             297.914            -1117.34              371.55            -1715.85             226.961                   0
                9210             297.257            -1117.24              370.73            -1712.43             224.462                   0
                9220             298.296             -1117.5             372.025            -1711.85             222.325                   0
                9230             299.533            -1117.65             373.569            -1711.25             220.037                   0
                9240             297.924            -1117.26             371.562             -1712.5             223.679                   0
                9250             298.716            -1117.15              372.55            -1717.96             228.254                   0
                9260             299.404            -1117.63             373.408            -1716.87             225.827                   0
                9270             300.739             -1117.7             375.072            -1725.26             232.488                   0
                9280              294.72            -1117.13             367.566            -1717.65             232.954                   0
                9290             293.108            -1117.07             365.555            -1721.71             239.087                   0
                9300             294.798            -1117.68             367.663             -1709.1             223.762                   0
                9310             299.614            -1117.67              373.67            -1717.29             225.947                   0
                9320             301.486            -1117.07             376.004            -1717.27              224.19                   0
                9330             301.358            -1117.18             375.844            -1718.77             225.749                   0
                9340             303.064            -1117.85             377.973            -1715.18             219.358                   0
                9350             301.053            -1117.62             375.465            -1719.84              226.76                   0
                9360             300.531            -1117.02             374.813            -1722.95             231.112                   0
                9370             300.803            -1117.27             375.153            -1729.45             237.034                   0
                9380             303.818            -1117.81             378.913            -1721.06             224.345                   0
                9390             305.062            -1117.52             380.464             -1734.1             236.113                   0
                9400              297.54             -1117.2             371.083            -1714.06             225.779                   0
                9410             296.195            -1117.44             369.405            -1718.09             231.246                   0
                9420             299.976            -1117.62             374.121             -1713.6             221.857                   0
                9430             295.411            -1117.43             368.428            -1716.28             230.429                   0
                9440             297.503            -1117.46             371.036            -1712.25             223.751                   0
                9450             295.816            -1117.52             368.933             -1715.9              229.44                   0
                9460             292.129             -1117.2             364.335            -1712.77             231.235                   0
                9470             293.953            -1117.11              366.61            -1717.14             233.416                   0
                9480             294.836            -1117.57             367.711            -1711.46             226.184                   0
                9490             296.355             -1117.7             369.605             -1711.2             223.895                   0
                9500             296.345            -1117.22             369.593            -1714.27             227.457                   0
                9510             293.071            -1117.05              365.51            -1713.46             230.898                   0
                9520             296.303            -1117.52              369.54            -1711.28             224.217                   0
                9530             297.459            -1117.73             370.982            -1715.28             226.571                   0
                9540             295.433            -1117.35             368.455            -1718.09             232.281                   0
                9550             290.007            -1117.02             361.687            -1713.93             235.223                   0
                9560             295.443            -1117.35             368.468            -1716.99             231.171                   0
                9570             296.561             -1117.6             369.862            -1712.09             224.632                   0
                9580             296.405            -1117.51             369.667               -1711             223.826                   0
                9590             292.938            -1117.33             365.343            -1704.81             222.141                   0
                9600             296.686            -1117.35             370.018            -1711.28             223.916                   0
                9610             298.661            -1117.38             372.481            -1713.84             223.978                   0
                9620             290.115            -1117.37             361.822            -1708.46             229.261                   0
                9630             291.333            -1117.33             363.341            -1711.16             230.487                   0
                9640             296.996            -1117.37             370.404            -1718.06              230.29                   0
                9650             299.461            -1117.36             373.479            -1721.08             230.238                   0
                9660             296.291            -1117.43             369.525             -1708.9             221.943                   0
                9670             300.024            -1117.55             374.181            -1718.41             226.677                   0
                9680             296.279            -1117.44              369.51            -1707.69              220.74                   0
                9690             299.786            -1117.22             373.884            -1718.57             227.461                   0
                9700             296.684            -1117.35             370.016             -1713.8             226.435                   0
                9710             294.887            -1117.58             367.774            -1713.54             228.187                   0
                9720             294.181            -1117.38             366.894            -1712.04             227.769                   0
                9730             293.951            -1117.08             366.606            -1722.91             239.224                   0
                9740             294.781            -1117.36             367.642            -1713.12             228.114                   0
                9750             294.406             -1117.6             367.174            -1715.87             231.095                   0
                9760             291.817            -1117.35             363.946            -1704.18             222.888                   0
                9770             294.171            -1117.22             366.881            -1714.31             230.211                   0
                9780             300.273             -1117.5             374.492            -1711.94             219.952                   0
                9790             296.515            -1117.43             369.805            -1722.95             235.721                   0
                9800             299.326            -1117.14             373.311            -1716.91             226.465                   0
                9810              295.56             -1117.3             368.613            -1728.11             242.195                   0
                9820             297.338            -1117.67              370.83            -1714.08             225.586                   0
                9830             295.072            -1117.34             368.005            -1725.11             239.766                   0
                9840             292.164            -1117.04             364.378            -1709.09              227.68                   0
                9850             297.228            -1117.52             370.693            -1724.57             236.362                   0
                9860             298.574            -1117.67             372.373            -1707.89              217.84                   0
                9870             295.329             -1117.1             368.326            -1723.21              237.79                   0
                9880             299.307            -1117.07             373.287            -1709.84              219.48                   0
                9890             297.141            -1117.74             370.586            -1722.84             234.517                   0
                9900             302.515             -1117.7             377.287            -1714.93             219.942                   0
                9910             293.655            -1117.01             366.237            -1725.98              242.74                   0
                9920             294.668            -1117.24               367.5             -1709.5              224.76                   0
                9930              298.37            -1117.92             372.118            -1724.33             234.296                   0
                9940             297.612            -1117.61             371.173            -1709.43             220.642                   0
                9950             292.119            -1116.84             364.322            -1719.75             238.583                   0
                9960             292.291            -1117.18             364.536            -1703.74              222.02                   0
                9970             296.233            -1117.88             369.453             -1712.8             225.467                   0
                9980             299.811            -1117.61             373.915            -1711.92             220.393                   0
                9990             297.759            -1116.98             371.356            -1727.53             239.189                   0
